Engine,Indices,Q1,Q2,Q3,Q4,Q5,Q6,Q7
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",22.92029062906901,1.6225655873616536,2.5089184443155923,3.108938535054525,41.045777002970375,4.474639892578125,1.673444112141927
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",42.52586364746094,1.4871597290039062,2.269625663757324,3.075122833251953,29.770565032958984,4.657785097757976,1.4780362447102864
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",44.752256075541176,1.7436027526855469,2.376548449198405,3.1273841857910156,29.7291358311971,4.6152035395304365,1.683505376180013
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.07103951772054,1.555005709330241,2.563603719075521,2.1726051966349282,29.984649022420246,4.679751396179199,1.770329475402832
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",23.14317226409912,1.6695419947306316,2.4637619654337564,3.0033270517985025,40.082383155822754,4.601987202962239,1.358652114868164
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",22.808559735616047,1.507401466369629,2.514346440633138,2.8738816579182944,39.909044901529946,4.531073570251465,1.5120983123779297
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",22.711579004923504,1.434024175008138,2.4898290634155273,2.2389968236287436,39.67450459798177,4.493856430053711,1.5575329462687175
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.561960220336914,1.5319188435872395,2.563063303629557,3.1036853790283203,29.4540802637736,4.603783289591472,1.7419020334879558
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.39581425984701,1.4501412709554036,2.504738171895345,2.3419459660847983,29.64781125386556,4.45566972096761,1.5946149826049805
InnoDB,"('CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.090271949768066,1.3706684112548828,2.5110880533854165,2.3118813832600913,30.560580889383953,4.752628008524577,1.4985005060831706
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",28.426059087117512,1.4445304870605469,6.962370872497559,3.090953826904297,39.8216168085734,4.623293876647949,1.5699704488118489
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",28.57197920481364,1.5897194544474285,6.905301411946614,3.009176254272461,39.590795834859215,4.401882489522298,1.6179402669270833
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",29.176902770996094,1.4097929000854492,6.917087237040202,2.103257179260254,39.40254052480062,4.626814524332683,1.573952039082845
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.27786064147949,1.5611648559570312,6.960701942443848,3.088839848836263,30.205170313517254,4.729930559794108,1.5801509221394856
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.41504669189453,1.5998681386311848,6.852149963378906,2.2108078002929688,31.436936060587566,4.727617899576823,1.5837748845418294
InnoDB,"('CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.18448797861735,1.3307491938273113,6.860415140787761,2.311110496520996,29.9898624420166,4.583851496378581,1.545850435892741
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",29.27227020263672,1.6335407892862956,6.920433044433594,3.102866808573405,39.51192696889242,4.509758949279785,1.463150978088379
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",28.217943509419758,1.72577699025472,7.030208905537923,2.277207374572754,39.88149166107178,4.698332150777181,1.7239967981974285
InnoDB,"('CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",28.553040822347004,1.3985951741536458,6.810776392618815,2.164355913798014,39.743947982788086,4.35636043548584,1.5085697174072266
InnoDB,"('CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.406646410624184,1.5149911244710286,6.8066755930582685,2.137430508931478,29.419175783793133,4.52570120493571,1.7580032348632812
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);')",23.453625043233234,1.4596859614054363,2.4817546208699546,3.126955032348633,40.30675093332926,4.543741544087728,1.6131877899169922
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",43.28859647115072,1.457381248474121,2.6365439097086587,3.1099955240885415,29.39596970876058,4.761958122253418,1.4020840326944988
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.26211706797282,1.4829317728678386,2.3443222045898438,2.908492088317871,30.61858018239339,4.609402020772298,1.3568798700968425
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",43.46179167429606,1.5085140864054363,2.3552735646565757,2.2168397903442383,29.252163569132488,4.563117027282715,1.553797721862793
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",22.7689266204834,1.6502062479654949,2.6613871256510415,3.048253059387207,39.11301294962565,4.558356602986653,1.6315062840779622
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",22.358043988545734,1.394343376159668,2.444124221801758,3.087449073791504,40.06912708282471,4.5976003011067705,1.5703916549682617
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",23.01059563954671,1.373465855916341,2.6836315790812173,2.1654129028320312,40.15568097432455,4.53346570332845,1.5313148498535156
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",44.04588540395101,1.479196548461914,2.5214354197184243,3.007181485493978,31.96256160736084,4.542843500773112,1.405509312947591
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.15962886810303,1.5609423319498699,2.570986747741699,2.1216710408528647,29.426002502441406,4.677351315816243,1.4725446701049805
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_patient_id ON sample(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",44.14708614349365,1.571512222290039,2.6792049407958984,2.1848042805989585,30.888597170511883,4.742781321207683,1.6447385152180989
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);')",28.238121668497723,1.3497432072957356,6.986784934997559,3.0350208282470703,42.07566579182943,4.808894793192546,1.6464789708455403
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",31.110390027364094,1.545993487040202,7.284005482991536,3.270729382832845,39.49766159057617,4.572852452596028,1.7097314198811848
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",30.31737009684245,1.6035397847493489,7.352224985758464,2.6172876358032227,43.44015121459961,4.923327763875325,1.3936916987101238
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",42.00098514556885,1.5602350234985352,6.89844290415446,3.0489444732666016,31.010548273722332,4.672574996948242,1.6179402669270833
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.67725944519043,1.630250612894694,7.2109222412109375,2.1557251612345376,30.58932622273763,4.486815134684245,1.532578468322754
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_id ON sample(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",42.45999654134115,1.6321897506713867,7.259360949198405,2.2262970606486,29.582659403483074,4.430850346883138,1.5803337097167969
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);')",27.800520261128742,1.519910494486491,6.780695915222168,3.0649820963541665,38.81866137186686,4.486711819966634,1.592850685119629
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_microorganism_id ON sample_microorganism(Microorganism_ID);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",28.096715609232586,1.5279054641723633,6.650781631469727,2.2084792455037436,39.729698499043785,4.631320635477702,1.6792774200439453
InnoDB,"('CREATE INDEX idx_patient_id ON patient(Patient_ID);', 'CREATE INDEX idx_sample_microorganism_sample_id ON sample_microorganism(Sample_ID);', 'CREATE INDEX idx_sample_microorganism_qpcr ON sample_microorganism(qPCR);', 'CREATE INDEX idx_sample_type ON sample(Sample_Type);')",27.825458844502766,1.3998746871948242,6.784351666768392,2.1620829900105796,39.634386698404946,4.7232309977213545,1.472012201944987
